1   0.00000000    
           2  0.119599998    
           3   0.00000000    
           4  0.102399997    
           5   0.00000000    
           6   8.47000033E-02
           7   0.00000000    
           8   5.16999997E-02
           9   0.00000000    
          10   3.66999991E-02
          11   0.00000000    
          12   1.96000002E-02
          13   0.00000000    
          14   1.04999999E-02
          15   0.00000000    
          16   6.00000005E-03
          17   0.00000000    
          18   2.89999996E-03
          19   0.00000000    
          20   6.00000028E-04
          21   0.00000000    
          22   6.00000028E-04
          23   0.00000000    
          24   1.99999995E-04
          25   0.00000000    
          26   1.99999995E-04
          27   0.00000000    
          28   0.00000000    
          29   0.00000000    
          30   0.00000000    
          31   0.00000000    
          32   0.00000000    
          33   0.00000000    
          34   0.00000000    
          35   0.00000000    
          36   0.00000000    
          37   0.00000000    
          38   0.00000000    
          39   0.00000000    
          40   0.00000000
