 #N=          20 PR=  0.500000000     L=      100000
         -20   0.00000000    
         -19   0.00000000    
         -18   1.99999995E-05
         -17   0.00000000    
         -16   1.50000007E-04
         -15   0.00000000    
         -14   9.29999980E-04
         -13   0.00000000    
         -12   4.69999993E-03
         -11   0.00000000    
         -10   1.44999996E-02
          -9   0.00000000    
          -8   3.82900015E-02
          -7   0.00000000    
          -6   7.34200031E-02
          -5   0.00000000    
          -4  0.120010003    
          -3   0.00000000    
          -2  0.159270003    
          -1   0.00000000    
           0  0.175760001    
           1   0.00000000    
           2  0.161390007    
           3   0.00000000    
           4  0.118560001    
           5   0.00000000    
           6   7.53099993E-02
           7   0.00000000    
           8   3.73999998E-02
           9   0.00000000    
          10   1.42200002E-02
          11   0.00000000    
          12   4.91000013E-03
          13   0.00000000    
          14   9.29999980E-04
          15   0.00000000    
          16   1.99999995E-04
          17   0.00000000    
          18   1.99999995E-05
          19   0.00000000    
          20   9.99999975E-06

 #Mittelwert =    3.37997358E-03
 #Varianz =    20.0251503    
 #N=          40 PR=  0.500000000     L=      100000
         -40   0.00000000    
         -39   0.00000000    
         -38   0.00000000    
         -37   0.00000000    
         -36   0.00000000    
         -35   0.00000000    
         -34   0.00000000    
         -33   0.00000000    
         -32   0.00000000    
         -31   0.00000000    
         -30   0.00000000    
         -29   0.00000000    
         -28   1.99999995E-05
         -27   0.00000000    
         -26   0.00000000    
         -25   0.00000000    
         -24   9.99999975E-05
         -23   0.00000000    
         -22   1.80000003E-04
         -21   0.00000000    
         -20   7.50000007E-04
         -19   0.00000000    
         -18   2.33999989E-03
         -17   0.00000000    
         -16   4.84000007E-03
         -15   0.00000000    
         -14   1.06199998E-02
         -13   0.00000000    
         -12   2.02099998E-02
         -11   0.00000000    
         -10   3.69700007E-02
          -9   0.00000000    
          -8   5.85500002E-02
          -7   0.00000000    
          -6   8.14300030E-02
          -5   0.00000000    
          -4  0.103280000    
          -3   0.00000000    
          -2  0.120070003    
          -1   0.00000000    
           0  0.125090003    
           1   0.00000000    
           2  0.119300000    
           3   0.00000000    
           4  0.102830000    
           5   0.00000000    
           6   7.96699971E-02
           7   0.00000000    
           8   5.62499985E-02
           9   0.00000000    
          10   3.59500013E-02
          11   0.00000000    
          12   2.19899993E-02
          13   0.00000000    
          14   1.10900002E-02
          15   0.00000000    
          16   5.11999987E-03
          17   0.00000000    
          18   2.28999997E-03
          19   0.00000000    
          20   6.79999997E-04
          21   0.00000000    
          22   2.80000007E-04
          23   0.00000000    
          24   7.99999980E-05
          25   0.00000000    
          26   1.99999995E-05
          27   0.00000000    
          28   0.00000000    
          29   0.00000000    
          30   0.00000000    
          31   0.00000000    
          32   0.00000000    
          33   0.00000000    
          34   0.00000000    
          35   0.00000000    
          36   0.00000000    
          37   0.00000000    
          38   0.00000000    
          39   0.00000000    
          40   0.00000000    

 #Mittelwert =   -1.07000768E-02
 #Varianz =    40.0032845    
 #N=          60 PR=  0.500000000     L=      100000
         -60   0.00000000    
         -59   0.00000000    
         -58   0.00000000    
         -57   0.00000000    
         -56   0.00000000    
         -55   0.00000000    
         -54   0.00000000    
         -53   0.00000000    
         -52   0.00000000    
         -51   0.00000000    
         -50   0.00000000    
         -49   0.00000000    
         -48   0.00000000    
         -47   0.00000000    
         -46   0.00000000    
         -45   0.00000000    
         -44   0.00000000    
         -43   0.00000000    
         -42   0.00000000    
         -41   0.00000000    
         -40   0.00000000    
         -39   0.00000000    
         -38   0.00000000    
         -37   0.00000000    
         -36   0.00000000    
         -35   0.00000000    
         -34   9.99999975E-06
         -33   0.00000000    
         -32   4.99999987E-05
         -31   0.00000000    
         -30   3.99999990E-05
         -29   0.00000000    
         -28   1.10000001E-04
         -27   0.00000000    
         -26   2.39999994E-04
         -25   0.00000000    
         -24   6.90000015E-04
         -23   0.00000000    
         -22   1.67000003E-03
         -21   0.00000000    
         -20   3.53000010E-03
         -19   0.00000000    
         -18   6.80000009E-03
         -17   0.00000000    
         -16   1.21299997E-02
         -15   0.00000000    
         -14   2.06000004E-02
         -13   0.00000000    
         -12   3.13300006E-02
         -11   0.00000000    
         -10   4.56200019E-02
          -9   0.00000000    
          -8   6.07200004E-02
          -7   0.00000000    
          -6   7.63899982E-02
          -5   0.00000000    
          -4   8.91800001E-02
          -3   0.00000000    
